,topic,seed_sequence,score,annotated
0,911,0,-0.13333333333333333,23.333333333333332
1,911,1,-0.12087912087912088,17.582417582417584
2,911,2,-0.15217391304347827,18.478260869565215
3,911,3,-0.21739130434782608,18.478260869565215
4,911,4,-0.20430107526881722,18.27956989247312
5,911,5,-0.13829787234042554,23.404255319148938
6,911,6,-0.15217391304347827,29.347826086956523
7,911,7,-0.22105263157894736,25.263157894736842
8,911,8,-0.20212765957446807,39.361702127659576
9,911,9,-0.17204301075268819,44.086021505376344
10,911,10,-0.22580645161290322,43.01075268817204
11,911,11,-0.13333333333333333,37.77777777777778
12,911,12,-0.03333333333333333,46.666666666666664
13,911,13,-0.08695652173913043,41.30434782608695
14,911,14,-0.010638297872340425,47.87234042553192
15,911,15,-0.052083333333333336,39.58333333333333
16,911,16,-0.010638297872340425,52.12765957446809
17,911,17,-0.04395604395604396,49.45054945054945
18,911,18,-0.0989010989010989,46.15384615384615
19,911,19,-0.09090909090909091,50.505050505050505
20,911,20,-0.09473684210526316,55.78947368421052
21,911,21,-0.021739130434782608,61.95652173913043
22,911,22,0.0,55.434782608695656
23,911,23,0.022222222222222223,62.22222222222222
24,911,24,0.011111111111111112,58.88888888888889
25,911,25,0.13333333333333333,58.88888888888889
26,911,26,0.07777777777777778,60.0
27,911,27,0.054945054945054944,53.84615384615385
28,911,28,0.06593406593406594,56.043956043956044
29,911,29,0.022222222222222223,57.77777777777777
30,911,30,0.06593406593406594,60.43956043956044
31,911,31,0.09782608695652174,59.78260869565217
32,911,32,0.17582417582417584,65.93406593406593
33,911,33,0.08888888888888889,61.111111111111114
34,911,34,0.07692307692307693,69.23076923076923
35,911,35,0.12087912087912088,67.03296703296702
36,911,36,0.07777777777777778,62.22222222222222
37,911,37,0.06521739130434782,68.47826086956522
38,911,38,0.06451612903225806,61.29032258064516
39,911,39,0.021739130434782608,73.91304347826086
40,911,40,0.07608695652173914,77.17391304347827
41,911,41,0.07692307692307693,63.73626373626373
42,911,42,0.11956521739130435,71.73913043478261
43,911,43,0.08695652173913043,78.26086956521739
44,911,44,0.022222222222222223,70.0
45,911,45,-0.043478260869565216,59.78260869565217
46,911,46,0.05434782608695652,65.21739130434783
47,911,47,0.1,55.55555555555556
48,911,48,-0.13186813186813187,50.54945054945055
49,911,49,0.03333333333333333,66.66666666666666
50,911,50,-0.011111111111111112,64.44444444444444
51,911,51,-0.07692307692307693,68.13186813186813
52,911,52,-0.07608695652173914,61.95652173913043
53,911,53,-0.13333333333333333,57.77777777777777
54,911,54,-0.16129032258064516,55.91397849462365
55,911,55,-0.04395604395604396,60.43956043956044
56,911,56,-0.054945054945054944,58.24175824175825
57,911,57,-0.02197802197802198,60.43956043956044
58,911,58,0.03260869565217391,70.65217391304348
59,911,59,-0.050505050505050504,62.62626262626263
60,911,60,-0.10526315789473684,57.89473684210527
61,911,61,0.020618556701030927,72.16494845360825
62,911,62,0.0,68.04123711340206
63,911,63,0.01098901098901099,61.53846153846154
64,911,64,-0.06521739130434782,65.21739130434783
65,911,65,0.054945054945054944,67.03296703296702
66,911,66,-0.010869565217391304,71.73913043478261
67,911,67,-0.10752688172043011,65.59139784946237
68,911,68,0.03296703296703297,64.83516483516483
69,911,69,-0.010869565217391304,68.47826086956522
70,911,70,-0.03260869565217391,71.73913043478261
71,911,71,-0.06521739130434782,69.56521739130434
72,911,72,-0.05263157894736842,73.68421052631578
73,911,73,-0.1368421052631579,70.52631578947368
74,911,74,-0.03225806451612903,78.49462365591397
75,911,75,-0.09574468085106383,72.3404255319149
76,911,76,-0.11578947368421053,70.52631578947368
77,911,77,-0.042105263157894736,74.73684210526315
78,911,78,-0.041666666666666664,76.04166666666666
79,911,79,-0.010309278350515464,83.50515463917526
80,911,80,0.0,87.62886597938144
81,chemtrails,0,-0.1956521739130435,28.26086956521739
82,chemtrails,1,-0.2553191489361702,30.851063829787233
83,chemtrails,2,-0.1827956989247312,31.182795698924732
84,chemtrails,3,-0.20212765957446807,30.851063829787233
85,chemtrails,4,-0.23076923076923078,29.67032967032967
86,chemtrails,5,-0.24444444444444444,32.22222222222222
87,chemtrails,6,-0.2087912087912088,36.26373626373626
88,chemtrails,7,-0.18888888888888888,34.44444444444444
89,chemtrails,8,-0.12222222222222222,34.44444444444444
90,chemtrails,9,-0.15555555555555556,40.0
91,chemtrails,10,-0.14444444444444443,35.55555555555556
92,chemtrails,11,-0.18681318681318682,42.857142857142854
93,chemtrails,12,-0.15217391304347827,40.21739130434783
94,chemtrails,13,-0.18681318681318682,40.65934065934066
95,chemtrails,14,-0.2087912087912088,42.857142857142854
96,chemtrails,15,-0.13186813186813187,43.956043956043956
97,chemtrails,16,-0.2087912087912088,46.15384615384615
98,chemtrails,17,-0.13186813186813187,43.956043956043956
99,chemtrails,18,-0.17391304347826086,46.73913043478261
100,chemtrails,19,-0.16483516483516483,41.75824175824176
101,chemtrails,20,-0.19148936170212766,47.87234042553192
102,chemtrails,21,-0.15384615384615385,50.54945054945055
103,chemtrails,22,-0.15217391304347827,54.347826086956516
104,chemtrails,23,-0.09782608695652174,55.434782608695656
105,chemtrails,24,-0.14130434782608695,58.69565217391305
106,chemtrails,25,-0.0989010989010989,54.94505494505495
107,chemtrails,26,-0.12222222222222222,57.77777777777777
108,chemtrails,27,-0.12087912087912088,57.14285714285714
109,chemtrails,28,-0.13186813186813187,60.43956043956044
110,chemtrails,29,-0.11956521739130435,66.30434782608695
111,chemtrails,30,-0.1,58.88888888888889
112,chemtrails,31,-0.12222222222222222,54.44444444444444
