,youtube_id,original_label,normalized_label
591,G93bju1qCSI,not about misinfo,0.0
592,SChZyhpQJ_U,not about misinfo,0.0
593,hx86KyX_lRE,not about misinfo,0.0
594,PPmcvCz6sPk,debunking,-1.0
595,K1hlp0DCE_8,not about misinfo,0.0
596,NaAFOrudj0g,not about misinfo,0.0
597,9-9ub-we3pg,debunking,-1.0
598,Hg4ws1QPeNE,not about misinfo,0.0
599,eOuai2p3qgw,not about misinfo,0.0
600,oQAVtFpHClI,not about misinfo,0.0
601,ii0XLJktFF0,not about misinfo,0.0
602,EESYomdoeCs,not about misinfo,0.0
603,SzT6xGJqALs,not about misinfo,0.0
604,34oI0yd5YUc,debunking,-1.0
605,f8DQSM-b2cc,debunking,-1.0
606,aJlhyg0laWQ,not about misinfo,0.0
607,8FQnG5pK4nw,promoting,1.0
608,IfXNjuoqt0Q,not about misinfo,0.0
609,kTXTPe3wahc,not about misinfo,0.0
610,AQS6Ub5ekFE,not about misinfo,0.0
611,VQhjkemEyUo,not about misinfo,0.0
612,Rv7u-bOpeW4,not about misinfo,0.0
613,2vMK-p6-M5E,not about misinfo,0.0
614,Fci5E9ZMB20,not about misinfo,0.0
615,3KC32Vymo0Q,not about misinfo,0.0
616,DYrA6xbPjkg,debunking,-1.0
617,1uNpjqH-mQQ,not about misinfo,0.0
618,FEoU1Y9WA_E,not about misinfo,0.0
619,9qM-xN7Bgg8,not about misinfo,0.0
620,H4skJviQlMo,not about misinfo,0.0
621,D2NqG9JW1n4,debunking,-1.0
622,6VcDReDPQZc,debunking,-1.0
623,zIgzlVgA1eA,not about misinfo,0.0
624,jKyniw1BMnM,not about misinfo,0.0
625,autMHvj3exA,not about misinfo,0.0
626,_bgW_-GQVUY,not about misinfo,0.0
627,HZq_HjKCRB4,not about misinfo,0.0
628,_c5gIoh9Gpg,not about misinfo,0.0
629,8rnyZThWlQ4,not about misinfo,0.0
630,qsTaIjnWteo,not about misinfo,0.0
631,0IjLO9ABKYU,not about misinfo,0.0
632,2MCt3AxCL6I,not about misinfo,0.0
633,psmPnI77K0M,not about misinfo,0.0
634,7ae_XdFEQDw,debunking,-1.0
635,NFjVUSOnPzo,not about misinfo,0.0
636,yxeJT2broII,not about misinfo,0.0
637,1BgWM5LE_i8,not about misinfo,0.0
638,XTeJ64KD5cg,not about misinfo,0.0
639,OwJooUSDah0,not about misinfo,0.0
640,C3IxejS3EgM,not about misinfo,0.0
641,puv_cHwT22Y,not about misinfo,0.0
642,W1yqcagavfY,not about misinfo,0.0
643,FPPkPAbzwbU,not about misinfo,0.0
644,fOOBUixiiac,debunking,-1.0
645,KuJs0NwTEps,not about misinfo,0.0
646,t-Hj2pILMz4,not about misinfo,0.0
647,KjpDDSCe_9A,not about misinfo,0.0
648,dxesUPI6Hj4,not about misinfo,0.0
649,Jixr5W-M3nY,debunking,-1.0
650,kHg0swxrlS4,debunking,-1.0
651,NkAqXTxkmd4,not about misinfo,0.0
652,1_AQYE8nfzI,debunking,-1.0
653,ChPeG19qKUo,not about misinfo,0.0
654,z-k_ed7D7Dw,not about misinfo,0.0
655,6ugOaDZxfhI,debunking,-1.0
656,p0t06EkZJcM,not about misinfo,0.0
657,YBNFvZ6Vr2U,not about misinfo,0.0
658,XijssbYdD9M,not about misinfo,0.0
659,kxpro6eGJ1Y,not about misinfo,0.0
660,kGmzUSxG8LI,not about misinfo,0.0
661,MDNRMkvRk68,not about misinfo,0.0
662,r0_mi8ngNnM,not about misinfo,0.0
663,rjDX5ItsOnQ,not about misinfo,0.0
664,o0fG_lnVhHw,not about misinfo,0.0
665,DG7fuanqPgo,not about misinfo,0.0
666,2AkdWvFIHA8,not about misinfo,0.0
667,TGamLrHlikc,not about misinfo,0.0
668,L37b6Nlnz74,not about misinfo,0.0
669,60jGRGXOXbU,not about misinfo,0.0
670,DdjN4ddnl2E,not about misinfo,0.0
671,PF22LM8AbII,not about misinfo,0.0
672,NQFqDKRAROI,not about misinfo,0.0
673,U9G_FPgjzWQ,not about misinfo,0.0
674,SzjdcPbjaR4,not about misinfo,0.0
675,xauCQpnbNAM,not about misinfo,0.0
676,FXe5a-CuiyQ,not about misinfo,0.0
677,WqhWIX2E7vg,not about misinfo,0.0
678,sBxjwzKwVl0,not about misinfo,0.0
679,HLQ0SFQS0Uo,debunking,-1.0
680,0e96NN_CJ9g,debunking,-1.0
681,IuVo4fnpLC8,debunking,-1.0
682,5A7NxmeIg7Y,debunking,-1.0
683,_r1KdN1OL7A,not about misinfo,0.0
684,fGFY3ZzVzoA,not about misinfo,0.0
685,wZJh25-sO98,not about misinfo,0.0
686,7-2o7hKTf5w,not about misinfo,0.0
687,bPhfxJ3dpO4,not about misinfo,0.0
688,7CVSxSGHHIg,not about misinfo,0.0
689,x46MVIGS2KI,not about misinfo,0.0
690,_oiEKKitMz8,not about misinfo,0.0
691,jk8_7PmKPBw,other,
692,XiCrniLQGYc,not about misinfo,0.0
693,l77TgtRvic0,not about misinfo,0.0
694,4KLFbgIV7Zk,not about misinfo,0.0
695,f5HLrD9l8tc,not about misinfo,0.0
696,NcAO4-o_4Ug,promoting,1.0
697,AsgHrLWEFbA,neutral,0.0
698,ddbzKy5C6ZU,not about misinfo,0.0
699,IBeMjyo2Wwk,promoting,1.0
700,9f9eDBpnkaU,not about misinfo,0.0
701,APRKBQ8r63c,not about misinfo,0.0
702,-LqWX8D_Tns,neutral,0.0
703,RhlSypxBwgo,other,
704,c07MnRmJPcI,debunking,-1.0
705,9rhadTURsrw,not about misinfo,0.0
706,M-_BpPFKNEQ,not about misinfo,0.0
707,xwdhHTtc-3w,not about misinfo,0.0
708,Hhwux2ZqLrw,neutral,0.0
709,RGoLuHOVMqQ,debunking,-1.0
710,aiVKwCiw6Ko,neutral,0.0
711,Qc0lRypBvFs,neutral,0.0
712,pF1JLz2rWRc,promoting,1.0
713,O4ByJjeJ3mM,neutral,0.0
714,kRk2mdsXhuw,promoting,1.0
715,gSKY4Oz9IXQ,debunking,-1.0
716,f9-KDYL0olQ,promoting,1.0
717,0HycNahX4cY,not about misinfo,0.0
718,GOb493ued-g,not about misinfo,0.0
719,PVPfeUDM3dg,not about misinfo,0.0
720,E8N3alIuLfA,not about misinfo,0.0
721,dStcgihGgbw,not about misinfo,0.0
722,N1BJkYEzru0,not about misinfo,0.0
723,IK4HkZrgJg4,not about misinfo,0.0
724,SgJf-AKNZYQ,not about misinfo,0.0
725,nIWCv4j4XFg,not about misinfo,0.0
726,2-nYDZkVD8g,not about misinfo,0.0
727,OQ4q2JMQYX0,neutral,0.0
728,O7VaXlMvAvk,not about misinfo,0.0
729,B55RozuF0WM,neutral,0.0
730,IoyQtEWCBpY,not about misinfo,0.0
731,jPJj9AvaEQE,neutral,0.0
732,W08Z3Lhq4Ps,promoting,1.0
733,mUBxtTEOiPI,not about misinfo,0.0
734,IZ5GOpy0yzM,not about misinfo,0.0
735,d9e4mQ3xots,promoting,1.0
736,8G_QyVJxjCs,neutral,0.0
737,zX4DeCV31YY,promoting,1.0
738,bohZt32_5wk,not about misinfo,0.0
739,BtFha0mq_Gs,promoting,1.0
740,e3FfL46OzYI,not about misinfo,0.0
741,y_cdfE3i7qw,not about misinfo,0.0
742,nYR8ZTvihiU,not about misinfo,0.0
743,U_uZhh9Nt4Q,not about misinfo,0.0
744,Oxi5-6LdSpE,not about misinfo,0.0
745,YzFUXKk2B4I,not about misinfo,0.0
746,gD9m9GcUWcI,not about misinfo,0.0
747,Mh92V42UN2I,neutral,0.0
748,-O_DMyHdq_M,not about misinfo,0.0
749,jo-v9Nge6Zw,debunking,-1.0
750,cVfzxLvIxi8,not about misinfo,0.0
751,u0oFZ8LAFkk,not about misinfo,0.0
752,Xw3SFOfbR84,not about misinfo,0.0
753,y0_JvaREOVQ,not about misinfo,0.0
754,w--5Qc7vmpg,neutral,0.0
755,FbV8Rfiq1Ko,not about misinfo,0.0
756,7-4LtJKRq0U,promoting,1.0
757,TTYOQ05oDOI,not about misinfo,0.0
758,B3tOqNNdtaE,not about misinfo,0.0
759,SMDkvJRHaNM,neutral,0.0
760,kh0moBQoEZ0,not about misinfo,0.0
761,56OhXUuY2RE,promoting,1.0
762,hN9ZVy6pb2s,not about misinfo,0.0
763,YedD4CnkcBk,not about misinfo,0.0
764,mzL76X6FUHM,not about misinfo,0.0
765,5OkYPJpVOw0,not about misinfo,0.0
766,VJ4pysRpnew,not about misinfo,0.0
767,IrqelRFpyXc,not about misinfo,0.0
768,5Tek9h3a5wQ,not about misinfo,0.0
769,yz0bjLk9rUo,not about misinfo,0.0
770,NvCSr7qzAAM,other,
771,fHMZmthg-Vk,not about misinfo,0.0
772,LWO_brqUWcA,neutral,0.0
773,RXkfs8KjRSc,debunking,-1.0
774,1mcCLm_LwpE,not about misinfo,0.0
775,jm9YKT0dItk,not about misinfo,0.0
776,FD2c6vAw4KI,not about misinfo,0.0
777,ruEYo7iXqww,not about misinfo,0.0
778,4xTCF-o4DVE,not about misinfo,0.0
779,9vz06QO3UkQ,not about misinfo,0.0
780,GmedslmeiUc,neutral,0.0
781,jNQXAC9IVRw,not about misinfo,0.0
782,LEG9feKeQMY,not about misinfo,0.0
783,ScKcY03Jhns,not about misinfo,0.0
784,AdVSqSNHhVo,not about misinfo,0.0
785,U6wSBkyIlDw,not about misinfo,0.0
786,RrRzED2vOHA,not about misinfo,0.0
787,GIeIB202Y9c,not about misinfo,0.0
788,wiTAa72-qT8,not about misinfo,0.0
789,Cip3LmqQ7Y0,not about misinfo,0.0
790,gH0Wy6mbwv0,debunking,-1.0
791,y31dTq9pHQQ,not about misinfo,0.0
792,nNYiBzXFfe8,not about misinfo,0.0
793,xz7UgSHQ-u8,not about misinfo,0.0
794,UX1oqKG9xeU,not about misinfo,0.0
795,IqcEdx_Vps8,neutral,0.0
796,N3Z3RpRYL8o,neutral,0.0
797,S_lSHbcRtys,not about misinfo,0.0
798,fBIZcnmuolI,promoting,1.0
799,-5xNn86mNh8,not about misinfo,0.0
800,tDPjE9Sg7to,not about misinfo,0.0
801,WJIpWu8ti5A,not about misinfo,0.0
802,Ek01temK9Sc,not about misinfo,0.0
803,jRhYIu-TEcs,not about misinfo,0.0
804,KFuqRTHXbpM,neutral,0.0
805,LT_B654QafQ,promoting,1.0
806,WRADEtBzQFc,not about misinfo,0.0
807,mi-_VqYODLw,not about misinfo,0.0
808,ck0sF5wnH4Q,promoting,1.0
809,6SuNPI6Y6K8,not about misinfo,0.0
810,iOceOnghdjg,promoting,1.0
811,rK6wMeSJH5E,not about misinfo,0.0
812,XOWUe5vRE-o,not about misinfo,0.0
813,lprTnk1IpdA,promoting,1.0
814,9-PQXN3n-xs,promoting,1.0
815,4FdEOxKpk70,not about misinfo,0.0
816,rD7lARdorUA,not about misinfo,0.0
817,nlPpV5h2LhI,debunking,-1.0
818,z3vVvw0pEe4,not about misinfo,0.0
819,oArd_9uZOnE,not about misinfo,0.0
820,1kJlIMgYDA4,not about misinfo,0.0
821,WRrZu5on2Hc,not about misinfo,0.0
822,AkJ0K0IBOA4,not about misinfo,0.0
823,DpJvln-Flco,not about misinfo,0.0
824,89G749GrtBQ,neutral,0.0
825,-10vg90ZIy8,not about misinfo,0.0
826,4AzTWJBerk8,not about misinfo,0.0
827,stJ0TvOdH4Y,not about misinfo,0.0
828,lYMxj3aaygE,not about misinfo,0.0
829,URQF9KkbU7s,promoting,1.0
830,XRKawaGWlDw,promoting,1.0
831,fh2cDKyFdyU,not about misinfo,0.0
832,aJrD4EZ-aj8,not about misinfo,0.0
833,liWFkF6v6_U,promoting,1.0
834,bpSGOlDIW_A,not about misinfo,0.0
835,7Urqg0Krm0A,not about misinfo,0.0
836,ccpo2gysIiU,not about misinfo,0.0
837,EexZjx3YOuQ,not about misinfo,0.0
838,_Y1tNkzLEUM,not about misinfo,0.0
839,E2zrqzvtWio,not about misinfo,0.0
840,lgXqRSyyHOU,debunking,-1.0
841,xwpgmEvlRpM,not about misinfo,0.0
842,heazhd2i5Io,promoting,1.0
843,MATBu1cLDWc,promoting,1.0
844,ZVcRO_iTrhc,not about misinfo,0.0
845,N17y8WjY0Ow,promoting,1.0
846,1eZGeZsoqeg,promoting,1.0
847,F8V9DEEx_cA,neutral,0.0
848,O302ctDEw04,promoting,1.0
849,Tzhxg1bc3dc,not about misinfo,0.0
850,MHAtdhFcrrU,promoting,1.0
851,9zU8fE4O4QU,promoting,1.0
852,NHWRj0B9wx8,promoting,1.0
853,eCbCqHFNxic,promoting,1.0
854,3LgA15yOngU,promoting,1.0
855,S67rAhfl1no,promoting,1.0
856,nrRiCZKHfZA,promoting,1.0
857,jdA6p8YHbP8,promoting,1.0
858,ZHIn2GvUIcI,promoting,1.0
859,0aJlWeTTOaY,promoting,1.0
860,LC2ntfHmCeY,not about misinfo,0.0
861,e_EgdShO1K8,not about misinfo,0.0
862,HgImgdJ5L6o,not about misinfo,0.0
863,E03gh1huvW4,not about misinfo,0.0
864,ojcOUtUwIe4,not about misinfo,0.0
865,1DvTwuByjo0,not about misinfo,0.0
866,p0Bx6UtherQ,not about misinfo,0.0
867,6avJHaC3C2U,not about misinfo,0.0
868,2_lswM1S264,not about misinfo,0.0
869,yqLs1xwfNKE,not about misinfo,0.0
870,kasiov0ytEc,not about misinfo,0.0
871,1RipwqJG50c,not about misinfo,0.0
872,7PM4rNDr4oI,not about misinfo,0.0
873,zlxtW-pIJjA,not about misinfo,0.0
874,2eAPg2SSXyg,not about misinfo,0.0
875,awLnur5Yt9o,not about misinfo,0.0
876,6vj96QetfTg,not about misinfo,0.0
877,wBUSWn0H-FI,debunking,-1.0
878,giko1wvkarA,not about misinfo,0.0
879,xeXdfG-Nbpw,not about misinfo,0.0
880,lNlR3lfnLR8,not about misinfo,0.0
881,K0Cxfc5Whqk,not about misinfo,0.0
882,mB3gwgBVUyw,promoting,1.0
883,TlZN8-lwoMQ,not about misinfo,0.0
884,zIwLWfaAg-8,not about misinfo,0.0
885,lXTkXYjO6u0,not about misinfo,0.0
886,Dcc3Hq4gjW4,not about misinfo,0.0
887,cDZweMXXY6Y,promoting,1.0
888,hGJNIxj4KZE,not about misinfo,0.0
889,DqbvsDt_D3o,not about misinfo,0.0
890,qIaN3nxFfPU,not about misinfo,0.0
891,qNCHu3qn-PU,neutral,0.0
892,20iB09b7Ycc,not about misinfo,0.0
893,0LQkpu3wu2c,not about misinfo,0.0
894,3Nvclo48GPI,not about misinfo,0.0
895,R-XDCZhOnIo,not about misinfo,0.0
896,bUhZmO6P0NU,not about misinfo,0.0
897,0v6KBGr5IzY,not about misinfo,0.0
898,QCaYKBN2Kls,promoting,1.0
899,asPvl0WaK3I,promoting,1.0
900,R4xjiDlhUO8,promoting,1.0
901,NSUjXhWuGSc,not about misinfo,0.0
902,QxvnEwvgfeI,not about misinfo,0.0
903,XMGxxRRtmHc,not about misinfo,0.0
904,abeYukTNmj0,debunking,-1.0
905,X3ziP9JrlQk,promoting,1.0
906,NoFCyKTb4Bw,not about misinfo,0.0
907,Y9ebAMzt-oA,debunking,-1.0
908,CcpzBDTbniE,neutral,0.0
909,Cm1j1fpldkc,not about misinfo,0.0
910,-h4Eu-Ynysk,not about misinfo,0.0
911,aO7_indbfME,not about misinfo,0.0
912,7W-xxpXzAC0,not about misinfo,0.0
913,VHcgnRl2xPM,not about misinfo,0.0
914,lpI575rjPEM,neutral,0.0
915,B0EPC1vra8Q,debunking,-1.0
916,jiej9QV3bzw,promoting,1.0
917,gWbaUfFfhlY,not about misinfo,0.0
918,cqNrLObX-mA,not about misinfo,0.0
919,K1VTt_THL4A,not about misinfo,0.0
920,Qz0Dg5gIjhw,not about misinfo,0.0
921,5fbvquHSPJU,not about misinfo,0.0
922,ilj8fZroRw0,not about misinfo,0.0
923,VWqACvTknls,not about misinfo,0.0
924,VkuNWDG3yNM,not about misinfo,0.0
925,AMlfhlzs67E,not about misinfo,0.0
926,JXRy94GlfsY,promoting,1.0
927,_FVAzn1Yuz8,debunking,-1.0
928,xR8m6xUqjec,promoting,1.0
929,0dw6J62pOwA,promoting,1.0
930,6eS17F7nuTM,not about misinfo,0.0
931,SPM4hz0HYbQ,not about misinfo,0.0
932,EBQ4YkTp1NI,not about misinfo,0.0
933,4ORMuta4JCE,promoting,1.0
934,w_Ma8oQLmSM,not about misinfo,0.0
935,7fBA4aQk96k,not about misinfo,0.0
936,6xV1l-BrmTU,not about misinfo,0.0
937,vzYwCmDDSLA,neutral,0.0
938,CBwC_eCMXAE,not about misinfo,0.0
939,85yLmhCD0ZU,not about misinfo,0.0
940,gl6Iz4dXGdg,not about misinfo,0.0
941,zi-f_J6hV-g,not about misinfo,0.0
942,7tqypS2cm0g,not about misinfo,0.0
943,__LxwaAEaL8,promoting,1.0
944,zYUj6ZW94C0,promoting,1.0
945,tuB2L6SN6Lg,not about misinfo,0.0
946,Ikq0iP4F_vE,not about misinfo,0.0
947,JmSXo0XdWoA,not about misinfo,0.0
948,lQ435lMaCng,not about misinfo,0.0
949,XFnGhrC_3Gs,not about misinfo,0.0
950,EuwmWnphqII,not about misinfo,0.0
951,F-K7bNxOPvA,not about misinfo,0.0
952,QbxinUJcLGg,not about misinfo,0.0
953,10HSSmoRM7I,neutral,0.0
954,zH3NIWEKr2Q,promoting,1.0
955,oMkmjg-qZRk,not about misinfo,0.0
956,yanOTNCmv24,promoting,1.0
957,NJd6RKsY5H4,not about misinfo,0.0
958,SoRoMykmibE,other,
959,iBbVCfJfQQY,neutral,0.0
960,ms8nkQ38A7g,not about misinfo,0.0
961,Pc0ZHsoHAlE,not about misinfo,0.0
962,HIOIjHzIHzc,promoting,1.0
963,5U-yqm9H_Sg,not about misinfo,0.0
964,vOjMQT5dvN8,not about misinfo,0.0
965,bczHLJ6ClbQ,not about misinfo,0.0
966,zpQYsk-8dWg,not about misinfo,0.0
967,nX1KUPZC3Ck,other,
968,fc2Y2EhmTOE,neutral,0.0
969,7hGqq35EocY,not about misinfo,0.0
970,AfygCVvW-lc,neutral,0.0
971,mvKgj_EjUDw,neutral,0.0
972,pn-Kxynk5cU,promoting,1.0
973,Tb2WRfY3g8Y,promoting,1.0
974,RTybvkaPne8,promoting,1.0
975,I4V8dLm4hEc,promoting,1.0
976,oaAfOd3fEJo,promoting,1.0
977,x2WBythSGoQ,not about misinfo,0.0
978,kazYXW5x4CY,promoting,1.0
979,RuP81QTWq-4,not about misinfo,0.0
980,RcMvyGeV_6w,not about misinfo,0.0
981,sNuKpwX6Tz4,promoting,1.0
982,hw-pTll1M_I,promoting,1.0
983,BTIfGFJqLko,not about misinfo,0.0
984,bhgm8ezFqpg,promoting,1.0
985,Ef5Wy1tL_R4,promoting,1.0
986,oCQg0iGz3zA,not about misinfo,0.0
987,veMFCFyOwFI,not about misinfo,0.0
988,qc1WhS3qskU,not about misinfo,0.0
989,gbrcRKqLSRw,not about misinfo,0.0
990,wJtfWZGxnGI,not about misinfo,0.0
991,EEogeIIOJzU,not about misinfo,0.0
992,Ubknv_CxSUY,not about misinfo,0.0
993,ehby1npFCnk,not about misinfo,0.0
994,xl9RaHE9ZpI,not about misinfo,0.0
995,gpjYtAB9i2w,not about misinfo,0.0
996,sBciZFE8lAw,neutral,0.0
997,VveRmJpFW6o,neutral,0.0
998,0cS1SMptlnQ,not about misinfo,0.0
999,nZrfg-2bTTQ,not about misinfo,0.0
1000,DgoytQ0qY1A,not about misinfo,0.0
1001,DrfF5EcXYtA,promoting,1.0
1002,SPqxcNRgL_8,not about misinfo,0.0
1003,u1rTgYpEkuo,not about misinfo,0.0
1004,UYdaD6uWdV4,neutral,0.0
1005,7W5EQiyfW-Q,not about misinfo,0.0
1006,YlaWGd1cUms,not about misinfo,0.0
1007,sHm0xwDUC-8,not about misinfo,0.0
1008,qgzC4wYn_3g,not about misinfo,0.0
1009,5lifHJaHn5U,not about misinfo,0.0
1010,Bd8_vO5zrjo,not about misinfo,0.0
1011,AcO4TnrskE0,not about misinfo,0.0
1012,Df-o5TKv0C0,promoting,1.0
1013,MPb1VNt2EOo,not about misinfo,0.0
1014,YJQSuUZdcV4,not about misinfo,0.0
1015,EcMKLwVlpJk,not about misinfo,0.0
1016,bYj4cDmilxc,not about misinfo,0.0
1017,srksXVEkfAs,not about misinfo,0.0
1018,KLODGhEyLvk,not about misinfo,0.0
1019,P7QWifeY2_A,not about misinfo,0.0
1020,_vrrfRnqqus,not about misinfo,0.0
1021,kch4Z1GpNOQ,not about misinfo,0.0
1022,4bxI803q6i8,not about misinfo,0.0
1023,oAkre5k54sI,not about misinfo,0.0
1024,JbW0agGFv88,not about misinfo,0.0
1025,q297yjWYpxs,not about misinfo,0.0
1026,xTeW-wkin6A,not about misinfo,0.0
1027,vHn9AWYU0Hg,not about misinfo,0.0
1028,rYzBxo3hbYQ,debunking,-1.0
1029,0qB0ch4PIGg,not about misinfo,0.0
1030,mqr8cfATwyo,promoting,1.0
1031,CFtsHf1lVI4,not about misinfo,0.0
1032,pb0OMZncpfI,promoting,1.0
1033,bpAi70WWBlw,not about misinfo,0.0
1034,KOB4V-ukpBI,not about misinfo,0.0
1035,LTllC7TbM8M,not about misinfo,0.0
1036,-avpx8UTakI,not about misinfo,0.0
1037,5_A8dq2fA5o,not about misinfo,0.0
1038,r-5_TrtuqHc,not about misinfo,0.0
1039,EVBCLAaflaw,not about misinfo,0.0
1040,T7cxXHSouqs,not about misinfo,0.0
1041,s7gDXtRS0jo,not about misinfo,0.0
1042,CP5Ro3oy-ec,not about misinfo,0.0
1043,tr1Loa7r7sY,not about misinfo,0.0
1044,sLjVsvznvR8,promoting,1.0
1045,mUqeBMP8nEg,not about misinfo,0.0
1046,Eh2PNe4HkJw,not about misinfo,0.0
1047,yqaHXKLRKzg,not about misinfo,0.0
1048,bSAgHvETNSg,not about misinfo,0.0
1049,PTuawY8Qnz8,not about misinfo,0.0
1050,CuG6nJqh1Cg,promoting,1.0
1051,aNghg1Y-WIc,not about misinfo,0.0
1052,GxSN4ip_F6M,not about misinfo,0.0
1053,G0XNiu-yutk,not about misinfo,0.0
1054,wgSZA3NPpBs,not about misinfo,0.0
1055,lqj-n921PpA,not about misinfo,0.0
1056,cA_8I5hjNO0,not about misinfo,0.0
1057,gKkCLZzgF1A,neutral,0.0
1058,Fi66wFfOC-4,not about misinfo,0.0
1059,K8Z9Kqhrh5c,not about misinfo,0.0
1060,iJkqq3W5gKY,not about misinfo,0.0
1061,-oKLURMqEB8,not about misinfo,0.0
1062,P_6vDLq64gE,not about misinfo,0.0
1063,ruhnvXy48Yw,not about misinfo,0.0
1064,Qyrrdoqspdg,not about misinfo,0.0
1065,qI5o1yVVHXY,promoting,1.0
1066,3WMuzhQXJoY,not about misinfo,0.0
1067,D24E4F90HTo,not about misinfo,0.0
1068,ew064gt2thY,not about misinfo,0.0
1069,92UfAJr7790,not about misinfo,0.0
1070,M7hOpT0lPGI,not about misinfo,0.0
1071,elHK6hlnuc0,not about misinfo,0.0
1072,dWndMchQre8,not about misinfo,0.0
1073,grceJbuPUXI,promoting,1.0
1074,UsLydeeE_M0,debunking,-1.0
1075,SimIS_cQ6ko,not about misinfo,0.0
1076,Sx6vuSr9l34,not about misinfo,0.0
1077,X2PJSgZQG_w,not about misinfo,0.0
1078,seiIj_hKKEU,not about misinfo,0.0
1079,I54vTNjgXT0,not about misinfo,0.0
1080,fArB5Jz2wos,not about misinfo,0.0
1081,45odEv_1DAY,not about misinfo,0.0
1082,16z2wqAVtkc,not about misinfo,0.0
1083,vx0rlVap194,not about misinfo,0.0
1084,qOO04RwLa9M,promoting,1.0
1085,OnjI-FBdRTQ,neutral,0.0
1086,7YLm3pkAiJQ,neutral,0.0
1087,0pOI2YvVuuE,not about misinfo,0.0
1088,DTepA-WV_oE,not about misinfo,0.0
1089,o3ZseQrmzXI,debunking,-1.0
1090,p_HkLNi8cfU,not about misinfo,0.0
1091,o76J9KwR_DM,not about misinfo,0.0
1092,_qiVBOqNiOs,neutral,0.0
1093,7b17PaFqnIA,neutral,0.0
1094,lYQGtyQY7xo,neutral,0.0
1095,ieIFtjnBfJU,neutral,0.0
1096,GJoDRUybisw,neutral,0.0
1097,Z3RzNEzJyzo,not about misinfo,0.0
1098,BXlnrFpCu0c,not about misinfo,0.0
1099,8T_jwq9ph8k,debunking,-1.0
1100,WyGq6cjcc3Q,debunking,-1.0
1101,bm90wY-LWXg,debunking,-1.0
1102,w1KgN4kLP7o,not about misinfo,0.0
1103,Dt-GUAxmxdk,not about misinfo,0.0
1104,e28DrQzlteI,not about misinfo,0.0
1105,xSlYVGNQiFs,debunking,-1.0
1106,0H5QZvOqlJM,not about misinfo,0.0
1107,RxcUz_aLwGE,not about misinfo,0.0
1108,ZfiiIS0kRcU,neutral,0.0
1109,t8Hp9ZqVxGA,not about misinfo,0.0
1110,SIVM_vEoFXc,debunking,-1.0
1111,OQk5Qw8hHGA,not about misinfo,0.0
1112,J1qb_uHpJ8Q,neutral,0.0
1113,ZnneC0tviTE,neutral,0.0
1114,9RM5HM37CwI,neutral,0.0
1115,LpIyaIHsJbc,not about misinfo,0.0
1116,NOKJ4ZXgK4Q,debunking,-1.0
1117,LHFhnnTWMgI,not about misinfo,0.0
1118,UPHmTYKwil0,debunking,-1.0
1119,2O_gW4VWZ5c,not about misinfo,0.0
1120,ML-ZdLehmH0,not about misinfo,0.0
1121,AvVg6Vi8NZ8,not about misinfo,0.0
1122,5OtKEetGy2Y,not about misinfo,0.0
1123,Y47TatyJ3Mk,neutral,0.0
1124,gG_4ObAgIao,neutral,0.0
1125,RCRTgtpC-Go,not about misinfo,0.0
1126,NtzNbFV4IqM,promoting,1.0
1127,L2cMZK8SgBs,debunking,-1.0
1128,EGdt2bN0x2o,not about misinfo,0.0
1129,IrsLca4usro,not about misinfo,0.0
1130,EmIWcQBv9eQ,not about misinfo,0.0
1131,mZGtr8EN2dE,not about misinfo,0.0
1132,aotlEpmAFVQ,debunking,-1.0
1133,hIWu8rbWLGo,not about misinfo,0.0
1134,SMwXKl0odq8,not about misinfo,0.0
1135,-L7o6HtX8Vg,not about misinfo,0.0
1136,Lrfr06Sj3vQ,promoting,1.0
1137,Qaf6baEu0_w,not about misinfo,0.0
1138,QCBUx4g5H04,not about misinfo,0.0
1139,qRKScRgsUaE,not about misinfo,0.0
1140,FeasKVBFySw,debunking,-1.0
1141,uCu7IT81gh8,not about misinfo,0.0
1142,ItoGVLj8ZfE,debunking,-1.0
1143,4atTvitb4Bs,not about misinfo,0.0
1144,fy-zy9FQahY,not about misinfo,0.0
1145,OVQ-3JjjG20,not about misinfo,0.0
1146,QhVa6XuP2wU,not about misinfo,0.0
1147,wBDKCYDBmoo,not about misinfo,0.0
1148,Zfn1ZQFJcHw,not about misinfo,0.0
1149,ZoEVJQTUqdw,not about misinfo,0.0
1150,Ce6szui_4-0,not about misinfo,0.0
1151,rUKTIt5GQrM,not about misinfo,0.0
1152,7VG_s2PCH_c,debunking,-1.0
1153,r4OkM6fJbeg,debunking,-1.0
1154,v4ckJnFLYPM,debunking,-1.0
1155,efs3QRr8LWw,neutral,0.0
1156,4v7kASXPQMc,not about misinfo,0.0
1157,AUSJ6rqEWUY,not about misinfo,0.0
1158,EHIKEHCXfjU,not about misinfo,0.0
1159,H4ThZcq1oJQ,neutral,0.0
1160,uVFJXb_cooc,not about misinfo,0.0
1161,XuJtdQOU_Z4,not about misinfo,0.0
1162,LOY3QH_jOtE,not about misinfo,0.0
1163,d-xjSJKZbPQ,not about misinfo,0.0
1164,cBBcha8Gwc0,not about misinfo,0.0
1165,fWs_z58q5fg,not about misinfo,0.0
1166,L-x8DYTOv7w,not about misinfo,0.0
1167,ejdlkfXwPQc,not about misinfo,0.0
1168,3aYCG4vEe5s,not about misinfo,0.0
