,youtube_id,original_label,normalized_label
578,dr1IAfl0_TM,not about misinfo,0.0
579,Ek3VqAED2wo,not about misinfo,0.0
580,GHuxLIpmxYg,not about misinfo,0.0
581,jA1maCjNVFg,not about misinfo,0.0
582,RT5QYq8g9fU,not about misinfo,0.0
583,gn4bvjMh4vc,not about misinfo,0.0
584,099cHWSbAL8,not about misinfo,0.0
585,7UaIEaVqolU,not about misinfo,0.0
586,xd3Trr8Xrdc,not about misinfo,0.0
587,B0-SYpr60Ck,not about misinfo,0.0
588,ZTTQB8Ajo9M,not about misinfo,0.0
589,7GGi24rMO2Y,not about misinfo,0.0
590,QKCK4lJLQHU,not about misinfo,0.0
