youtube_id,published_at,title,description,channel_id,language,duration_seconds,duration_minutes,duration_hours,view_count,like_count,dislike_count,favorite_count,comment_count,encountered_home,encountered_search,encountered_recommend,encountered_all
W9Y4Ywr2WhI,,,,,,1788,29.8,0.4966666666666667,,,,,,0,0,9,9
YfuwbFpqbHk,,,,,,142,2.3666666666666667,0.03944444444444444,,,,,,479,0,0,479
dPluP4YshlE,,,,,,1297,21.616666666666667,0.3602777777777778,,,,,,0,0,1,1
O_uCj4myslc,,,,,,996,16.6,0.27666666666666667,,,,,,0,0,1,1
n2GmtQlN0tM,,,,,,117,1.95,0.0325,,,,,,1,0,0,1
8WYVioeDoh0,,,,,,3277,54.61666666666667,0.9102777777777777,,,,,,5,0,2,7
WKG4d_Ue9ko,,,,,,749,12.483333333333333,0.20805555555555555,,,,,,1,0,0,1
2wcw_O_19XQ,,,,,,411,6.85,0.11416666666666667,,,,,,4,0,0,4
0aVjUqzSTsA,,,,,,1572,26.2,0.43666666666666665,,,,,,1,0,0,1
IC7ZpzmbXds,,,,,,3319,55.31666666666667,0.9219444444444445,,,,,,1,0,0,1
MGVraepNj04,,,,,,719,11.983333333333333,0.19972222222222222,,,,,,5,0,0,5
QOJsel8t6wE,,,,,,784,13.066666666666666,0.21777777777777776,,,,,,6,0,0,6
P2tDKzPtlDc,,,,,,551,9.183333333333334,0.15305555555555556,,,,,,5,0,0,5
HUbKxVlA_0M,,,,,,990,16.5,0.275,,,,,,3,0,0,3
lmozscmM16I,,,,,,492,8.2,0.13666666666666666,,,,,,5,0,0,5
RLY6gQOL2Jw,,,,,,6049,100.81666666666666,1.6802777777777778,,,,,,0,0,2,2
IOvmhrmN3p0,,,,,,10835,180.58333333333334,3.0097222222222224,,,,,,0,0,1,1
aXYtJB7Qslk,,,,,,10817,180.28333333333333,3.004722222222222,,,,,,2,0,7,9
Iy7NzjCmUf0,,,,,,628,10.466666666666667,0.17444444444444446,,,,,,3,0,2,5
r842Ylpa-nQ,,,,,,968,16.133333333333333,0.2688888888888889,,,,,,0,0,5,5
8lV1RPPplQg,,,,,,1645,27.416666666666668,0.4569444444444445,,,,,,1,0,0,1
IC7kXsnYCWk,,,,,,1149,19.15,0.31916666666666665,,,,,,1,0,0,1
Jzj-mmo7qjw,,,,,,995,16.583333333333332,0.27638888888888885,,,,,,0,0,3,3
OGPJtLqQvls,,,,,,732,12.2,0.2033333333333333,,,,,,3,0,0,3
dS5TmfOwBnw,,,,,,1484,24.733333333333334,0.4122222222222222,,,,,,0,0,2,2
TlzY_KvGSZ4,,,,,,371,6.183333333333334,0.10305555555555555,,,,,,8,0,0,8
8JprHUz35wM,,,,,,392,6.533333333333333,0.10888888888888888,,,,,,2,0,0,2
D9mUpUHk3nE,,,,,,2685,44.75,0.7458333333333333,,,,,,0,0,30,30
PGKpT1oGAnQ,,,,,,9909,165.15,2.7525,,,,,,1,0,0,1
9W4eEGApBfA,,,,,,3735,62.25,1.0375,,,,,,6,0,0,6
-p8OZz5KJoo,,,,,,4047,67.45,1.1241666666666668,,,,,,1,0,1,2
eklhXby-XBg,,,,,,685,11.416666666666666,0.19027777777777777,,,,,,70,0,0,70
3oKMjTqdTYo,,,,,,532,8.866666666666667,0.14777777777777779,,,,,,0,0,1,1
oMozyspFuBM,,,,,,587,9.783333333333333,0.16305555555555556,,,,,,0,0,1,1
70l8LzBpGWs,,,,,,557,9.283333333333333,0.15472222222222223,,,,,,4,0,0,4
b93FllFXQl0,,,,,,3476,57.93333333333333,0.9655555555555555,,,,,,0,0,1,1
--99sqBGHMY,,,,,,2877,47.95,0.7991666666666667,,,,,,0,0,1,1
O8AV-fDZpCY,,,,,,5250,87.5,1.4583333333333333,,,,,,0,0,2,2
pGjrSkYmun8,,,,,,389,6.483333333333333,0.10805555555555556,,,,,,7,0,0,7
OucB9SRIU94,,,,,,2031,33.85,0.5641666666666667,,,,,,0,0,1,1
czqoNQJzawc,,,,,,451,7.516666666666667,0.12527777777777777,,,,,,1,0,0,1
DVbM_xoXHok,,,,,,614,10.233333333333333,0.17055555555555554,,,,,,3,0,1,4
UgfsbL-uHOA,,,,,,5253,87.55,1.4591666666666667,,,,,,1,0,0,1
wsrcYiTTNQU,,,,,,469,7.816666666666666,0.13027777777777777,,,,,,1,0,0,1
DzQeNE0LyEw,,,,,,541,9.016666666666667,0.1502777777777778,,,,,,2,0,1,3
meLlG2koMag,,,,,,1466,24.433333333333334,0.4072222222222222,,,,,,4,0,0,4
KJWoyM1Q1tw,,,,,,10799,179.98333333333332,2.999722222222222,,,,,,5,0,0,5
fiUQ_Y8IyNU,,,,,,454,7.566666666666666,0.12611111111111112,,,,,,0,0,1,1
AJm8PeWkiEU,,,,,,1179,19.65,0.32749999999999996,,,,,,0,0,2,2
JhmdEq3JhoY,,,,,,462,7.7,0.12833333333333333,,,,,,5,0,0,5
KFVJ0PuEex0,,,,,,1441,24.016666666666666,0.4002777777777778,,,,,,3,0,0,3
